company_id,type,rule_id,text,confidence_pct
ADANIPORTS,pro,PRO05,Healthy net profit margin,95
ADANIPORTS,pro,PRO06,Strong interest coverage,71.9
ADANIPORTS,pro,PRO08,Positive free cash flow,80
ADANIPORTS,pro,PRO09,Positive operating cash flow,80
ADANIPORTS,pro,PRO10,Positive long-term EPS growth,74.74
ADANIPORTS,con,CON11,Low composite quality score,84.71
ADANIPORTS,con,CON12,Low asset utilization,72.17
ADANIPOWER,pro,PRO01,Strong 5-year revenue growth,67.17
ADANIPOWER,pro,PRO03,Healthy return on equity,95
ADANIPOWER,pro,PRO04,Healthy operating margin,95
ADANIPOWER,pro,PRO05,Healthy net profit margin,95
ADANIPOWER,pro,PRO06,Strong interest coverage,76.59
ADANIPOWER,pro,PRO08,Positive free cash flow,80
ADANIPOWER,pro,PRO09,Positive operating cash flow,80
ADANIPOWER,pro,PRO12,Reasonable asset utilization,75.94
ADANIPOWER,con,CON11,Low composite quality score,71.59
AMBUJACEM,pro,PRO04,Healthy operating margin,71.45
AMBUJACEM,pro,PRO05,Healthy net profit margin,71.43
AMBUJACEM,pro,PRO06,Strong interest coverage,95
AMBUJACEM,pro,PRO07,Conservative debt-to-equity profile,79.49
AMBUJACEM,pro,PRO09,Positive operating cash flow,80
AMBUJACEM,pro,PRO12,Reasonable asset utilization,75.16
AMBUJACEM,con,CON01,Weak 5-year revenue growth,67.65
AMBUJACEM,con,CON08,Negative free cash flow,85
AMBUJACEM,con,CON11,Low composite quality score,89.65
APOLLOHOSP,pro,PRO02,Strong 5-year profit growth,95
APOLLOHOSP,pro,PRO06,Strong interest coverage,71.13
APOLLOHOSP,pro,PRO08,Positive free cash flow,80
APOLLOHOSP,pro,PRO09,Positive operating cash flow,80
APOLLOHOSP,pro,PRO10,Positive long-term EPS growth,95
APOLLOHOSP,pro,PRO12,Reasonable asset utilization,87.77
APOLLOHOSP,con,CON05,Low net profit margin,65.28
APOLLOHOSP,con,CON11,Low composite quality score,90.24
ASIANPAINT,pro,PRO02,Strong 5-year profit growth,75.55
ASIANPAINT,pro,PRO03,Healthy return on equity,87.02
ASIANPAINT,pro,PRO04,Healthy operating margin,74.55
ASIANPAINT,pro,PRO05,Healthy net profit margin,73.49
ASIANPAINT,pro,PRO06,Strong interest coverage,95
ASIANPAINT,pro,PRO07,Conservative debt-to-equity profile,76.04
ASIANPAINT,pro,PRO08,Positive free cash flow,80
ASIANPAINT,pro,PRO09,Positive operating cash flow,80
ASIANPAINT,pro,PRO10,Positive long-term EPS growth,86.95
ASIANPAINT,pro,PRO12,Reasonable asset utilization,88.74
ASIANPAINT,con,CON11,Low composite quality score,79.43
ATGL,pro,PRO01,Strong 5-year revenue growth,77.18
ATGL,pro,PRO02,Strong 5-year profit growth,82.75
ATGL,pro,PRO03,Healthy return on equity,70.49
ATGL,pro,PRO04,Healthy operating margin,79.51
ATGL,pro,PRO05,Healthy net profit margin,72.39
ATGL,pro,PRO06,Strong interest coverage,81.01
ATGL,pro,PRO07,Conservative debt-to-equity profile,66.95
ATGL,pro,PRO08,Positive free cash flow,80
ATGL,pro,PRO09,Positive operating cash flow,80
ATGL,pro,PRO10,Positive long-term EPS growth,94.15
ATGL,pro,PRO12,Reasonable asset utilization,78.58
ATGL,con,CON11,Low composite quality score,86.06
AXISBANK,pro,PRO02,Strong 5-year profit growth,95
AXISBANK,pro,PRO03,Healthy return on equity,66.25
AXISBANK,pro,PRO04,Healthy operating margin,94.54
AXISBANK,pro,PRO05,Healthy net profit margin,84.1
AXISBANK,pro,PRO10,Positive long-term EPS growth,95
AXISBANK,con,CON06,Weak interest coverage,68.09
AXISBANK,con,CON07,High debt-to-equity profile,95
AXISBANK,con,CON08,Negative free cash flow,85
AXISBANK,con,CON09,Negative operating cash flow,85
AXISBANK,con,CON11,Low composite quality score,89.69
AXISBANK,con,CON12,Low asset utilization,87.8
BAJAJ-AUTO,pro,PRO03,Healthy return on equity,82.42
BAJAJ-AUTO,pro,PRO04,Healthy operating margin,71.8
BAJAJ-AUTO,pro,PRO05,Healthy net profit margin,75.77
BAJAJ-AUTO,pro,PRO06,Strong interest coverage,95
BAJAJ-AUTO,pro,PRO07,Conservative debt-to-equity profile,78.02
BAJAJ-AUTO,pro,PRO08,Positive free cash flow,80
BAJAJ-AUTO,pro,PRO09,Positive operating cash flow,80
BAJAJ-AUTO,pro,PRO10,Positive long-term EPS growth,65.35
BAJAJ-AUTO,pro,PRO12,Reasonable asset utilization,87.81
BAJAJ-AUTO,con,CON11,Low composite quality score,81.67
BAJAJFINSV,pro,PRO01,Strong 5-year revenue growth,76.95
BAJAJFINSV,pro,PRO02,Strong 5-year profit growth,82.5
BAJAJFINSV,pro,PRO03,Healthy return on equity,81.28
BAJAJFINSV,pro,PRO04,Healthy operating margin,95
BAJAJFINSV,pro,PRO05,Healthy net profit margin,71.19
BAJAJFINSV,pro,PRO10,Positive long-term EPS growth,86.18
BAJAJFINSV,con,CON07,High debt-to-equity profile,95
BAJAJFINSV,con,CON08,Negative free cash flow,85
BAJAJFINSV,con,CON09,Negative operating cash flow,85
BAJAJFINSV,con,CON11,Low composite quality score,87.03
BAJAJFINSV,con,CON12,Low asset utilization,74.46
BAJAJHLDNG,pro,PRO01,Strong 5-year revenue growth,95
BAJAJHLDNG,pro,PRO02,Strong 5-year profit growth,73.6
BAJAJHLDNG,pro,PRO04,Healthy operating margin,95
BAJAJHLDNG,pro,PRO05,Healthy net profit margin,95
BAJAJHLDNG,pro,PRO06,Strong interest coverage,95
BAJAJHLDNG,pro,PRO07,Conservative debt-to-equity profile,79.97
BAJAJHLDNG,pro,PRO08,Positive free cash flow,80
BAJAJHLDNG,pro,PRO09,Positive operating cash flow,80
BAJAJHLDNG,pro,PRO10,Positive long-term EPS growth,82.94
BAJAJHLDNG,pro,PRO11,High composite quality score,95
BAJAJHLDNG,con,CON12,Low asset utilization,92.39
BAJFINANCE,pro,PRO01,Strong 5-year revenue growth,83.71
BAJFINANCE,pro,PRO02,Strong 5-year profit growth,93.65
BAJFINANCE,pro,PRO03,Healthy return on equity,70.76
BAJFINANCE,pro,PRO04,Healthy operating margin,86.43
BAJFINANCE,pro,PRO05,Healthy net profit margin,89.43
BAJFINANCE,pro,PRO06,Strong interest coverage,95
BAJFINANCE,pro,PRO10,Positive long-term EPS growth,95
BAJFINANCE,con,CON07,High debt-to-equity profile,93.25
BAJFINANCE,con,CON08,Negative free cash flow,85
BAJFINANCE,con,CON09,Negative operating cash flow,85
BAJFINANCE,con,CON11,Low composite quality score,87.59
BAJFINANCE,con,CON12,Low asset utilization,80.37
BANKBARODA,pro,PRO01,Strong 5-year revenue growth,69.95
BANKBARODA,pro,PRO02,Strong 5-year profit growth,95
BANKBARODA,pro,PRO03,Healthy return on equity,66.14
BANKBARODA,pro,PRO04,Healthy operating margin,95
BANKBARODA,pro,PRO05,Healthy net profit margin,73.91
BANKBARODA,pro,PRO10,Positive long-term EPS growth,95
BANKBARODA,con,CON06,Weak interest coverage,66.03
BANKBARODA,con,CON07,High debt-to-equity profile,95
BANKBARODA,con,CON08,Negative free cash flow,85
BANKBARODA,con,CON09,Negative operating cash flow,85
BANKBARODA,con,CON11,Low composite quality score,91.35
BANKBARODA,con,CON12,Low asset utilization,87.85
BEL,pro,PRO02,Strong 5-year profit growth,67.25
BEL,pro,PRO03,Healthy return on equity,95
BEL,pro,PRO04,Healthy operating margin,79.88
BEL,pro,PRO05,Healthy net profit margin,79.49
BEL,pro,PRO06,Strong interest coverage,95
BEL,pro,PRO09,Positive operating cash flow,80
BEL,pro,PRO10,Positive long-term EPS growth,66.51
BEL,pro,PRO11,High composite quality score,95
BEL,pro,PRO12,Reasonable asset utilization,95
BEL,con,CON08,Negative free cash flow,85
BHARTIARTL,pro,PRO02,Strong 5-year profit growth,95
BHARTIARTL,pro,PRO04,Healthy operating margin,95
BHARTIARTL,pro,PRO08,Positive free cash flow,80
BHARTIARTL,pro,PRO09,Positive operating cash flow,80
BHARTIARTL,pro,PRO10,Positive long-term EPS growth,95
BHARTIARTL,con,CON07,High debt-to-equity profile,81.09
BHARTIARTL,con,CON11,Low composite quality score,89.34
BHEL,pro,PRO07,Conservative debt-to-equity profile,69.13
BHEL,con,CON01,Weak 5-year revenue growth,94.19
BHEL,con,CON02,Weak 5-year profit growth,95
BHEL,con,CON03,Low return on equity,82.69
BHEL,con,CON04,Low operating margin,79.05
BHEL,con,CON05,Low net profit margin,76.46
BHEL,con,CON06,Weak interest coverage,69.07
BHEL,con,CON08,Negative free cash flow,85
BHEL,con,CON09,Negative operating cash flow,85
BHEL,con,CON10,Declining long-term EPS,95
BHEL,con,CON11,Low composite quality score,95
BOSCHLTD,pro,PRO03,Healthy return on equity,73.46
BOSCHLTD,pro,PRO05,Healthy net profit margin,72.33
BOSCHLTD,pro,PRO06,Strong interest coverage,95
BOSCHLTD,pro,PRO07,Conservative debt-to-equity profile,79.9
BOSCHLTD,pro,PRO08,Positive free cash flow,80
BOSCHLTD,pro,PRO09,Positive operating cash flow,80
BOSCHLTD,pro,PRO12,Reasonable asset utilization,84.28
BOSCHLTD,con,CON11,Low composite quality score,86.55
BPCL,pro,PRO02,Strong 5-year profit growth,86.58
BPCL,pro,PRO03,Healthy return on equity,95
BPCL,pro,PRO06,Strong interest coverage,82.71
BPCL,pro,PRO08,Positive free cash flow,80
BPCL,pro,PRO09,Positive operating cash flow,80
BPCL,pro,PRO10,Positive long-term EPS growth,95
BPCL,pro,PRO12,Reasonable asset utilization,95
BPCL,con,CON04,Low operating margin,65.32
BPCL,con,CON11,Low composite quality score,80.61
BRITANNIA,pro,PRO03,Healthy return on equity,95
BRITANNIA,pro,PRO04,Healthy operating margin,70.83
BRITANNIA,pro,PRO05,Healthy net profit margin,69.09
BRITANNIA,pro,PRO06,Strong interest coverage,95
BRITANNIA,pro,PRO08,Positive free cash flow,80
BRITANNIA,pro,PRO09,Positive operating cash flow,80
BRITANNIA,pro,PRO10,Positive long-term EPS growth,71.29
BRITANNIA,pro,PRO12,Reasonable asset utilization,95
BRITANNIA,con,CON11,Low composite quality score,69.64
CANBK,pro,PRO01,Strong 5-year revenue growth,71.35
CANBK,pro,PRO02,Strong 5-year profit growth,95
CANBK,pro,PRO03,Healthy return on equity,67.57
CANBK,pro,PRO04,Healthy operating margin,95
CANBK,pro,PRO05,Healthy net profit margin,70.9
CANBK,pro,PRO08,Positive free cash flow,80
CANBK,pro,PRO09,Positive operating cash flow,80
CANBK,pro,PRO10,Positive long-term EPS growth,95
CANBK,con,CON06,Weak interest coverage,68.89
CANBK,con,CON07,High debt-to-equity profile,95
CANBK,con,CON11,Low composite quality score,91.53
CANBK,con,CON12,Low asset utilization,87.8
CHOLAFIN,pro,PRO01,Strong 5-year revenue growth,78.88
CHOLAFIN,pro,PRO02,Strong 5-year profit growth,81.73
CHOLAFIN,pro,PRO03,Healthy return on equity,68.68
CHOLAFIN,pro,PRO04,Healthy operating margin,84.65
CHOLAFIN,pro,PRO05,Healthy net profit margin,76.77
CHOLAFIN,pro,PRO06,Strong interest coverage,95
CHOLAFIN,pro,PRO10,Positive long-term EPS growth,89.55
CHOLAFIN,con,CON07,High debt-to-equity profile,95
CHOLAFIN,con,CON08,Negative free cash flow,85
CHOLAFIN,con,CON09,Negative operating cash flow,85
CHOLAFIN,con,CON11,Low composite quality score,90.27
CHOLAFIN,con,CON12,Low asset utilization,82.77
CIPLA,pro,PRO02,Strong 5-year profit growth,80.45
CIPLA,pro,PRO03,Healthy return on equity,65.83
CIPLA,pro,PRO04,Healthy operating margin,95
CIPLA,pro,PRO05,Healthy net profit margin,74.18
CIPLA,pro,PRO06,Strong interest coverage,95
CIPLA,pro,PRO07,Conservative debt-to-equity profile,79.37
CIPLA,pro,PRO08,Positive free cash flow,80
CIPLA,pro,PRO09,Positive operating cash flow,80
CIPLA,pro,PRO10,Positive long-term EPS growth,88.67
CIPLA,pro,PRO12,Reasonable asset utilization,80.84
CIPLA,con,CON11,Low composite quality score,74.02
COALINDIA,pro,PRO02,Strong 5-year profit growth,67.86
COALINDIA,pro,PRO03,Healthy return on equity,95
COALINDIA,pro,PRO04,Healthy operating margin,95
COALINDIA,pro,PRO05,Healthy net profit margin,89.38
COALINDIA,pro,PRO06,Strong interest coverage,82.48
COALINDIA,pro,PRO07,Conservative debt-to-equity profile,77.63
COALINDIA,pro,PRO08,Positive free cash flow,80
COALINDIA,pro,PRO09,Positive operating cash flow,80
COALINDIA,pro,PRO10,Positive long-term EPS growth,78.7
COALINDIA,pro,PRO12,Reasonable asset utilization,77.04
COALINDIA,con,CON_FALLBACK,Financial profile warrants continued monitoring,61
DABUR,pro,PRO03,Healthy return on equity,70.03
DABUR,pro,PRO04,Healthy operating margin,71.52
DABUR,pro,PRO05,Healthy net profit margin,71.9
DABUR,pro,PRO06,Strong interest coverage,95
DABUR,pro,PRO07,Conservative debt-to-equity profile,75.85
DABUR,pro,PRO08,Positive free cash flow,80
DABUR,pro,PRO09,Positive operating cash flow,80
DABUR,pro,PRO12,Reasonable asset utilization,81.41
DABUR,con,CON02,Weak 5-year profit growth,66.19
DABUR,con,CON11,Low composite quality score,86.21
DIVISLAB,pro,PRO04,Healthy operating margin,84.76
DIVISLAB,pro,PRO05,Healthy net profit margin,80.59
DIVISLAB,pro,PRO06,Strong interest coverage,95
DIVISLAB,pro,PRO07,Conservative debt-to-equity profile,79.99
DIVISLAB,pro,PRO08,Positive free cash flow,80
DIVISLAB,pro,PRO09,Positive operating cash flow,80
DIVISLAB,pro,PRO12,Reasonable asset utilization,75.15
DIVISLAB,con,CON02,Weak 5-year profit growth,69.77
DIVISLAB,con,CON11,Low composite quality score,87.76
DLF,pro,PRO02,Strong 5-year profit growth,66.39
DLF,pro,PRO04,Healthy operating margin,92.07
DLF,pro,PRO05,Healthy net profit margin,95
DLF,pro,PRO06,Strong interest coverage,74.92
DLF,pro,PRO07,Conservative debt-to-equity profile,76.32
DLF,pro,PRO08,Positive free cash flow,80
DLF,pro,PRO09,Positive operating cash flow,80
DLF,pro,PRO10,Positive long-term EPS growth,70.78
DLF,con,CON01,Weak 5-year revenue growth,95
DLF,con,CON03,Low return on equity,71.18
DLF,con,CON11,Low composite quality score,86.45
DLF,con,CON12,Low asset utilization,84.12
DMART,pro,PRO01,Strong 5-year revenue growth,75.97
DMART,pro,PRO02,Strong 5-year profit growth,80.93
DMART,pro,PRO06,Strong interest coverage,95
DMART,pro,PRO07,Conservative debt-to-equity profile,79.05
DMART,pro,PRO08,Positive free cash flow,80
DMART,pro,PRO09,Positive operating cash flow,80
DMART,pro,PRO10,Positive long-term EPS growth,90.48
DMART,pro,PRO12,Reasonable asset utilization,95
DMART,con,CON04,Low operating margin,68.83
DMART,con,CON05,Low net profit margin,65.02
DMART,con,CON11,Low composite quality score,89.44
DRREDDY,pro,PRO02,Strong 5-year profit growth,81.79
DRREDDY,pro,PRO03,Healthy return on equity,72.11
DRREDDY,pro,PRO04,Healthy operating margin,84.98
DRREDDY,pro,PRO05,Healthy net profit margin,79.87
DRREDDY,pro,PRO06,Strong interest coverage,95
DRREDDY,pro,PRO07,Conservative debt-to-equity profile,77.87
DRREDDY,pro,PRO08,Positive free cash flow,80
DRREDDY,pro,PRO09,Positive operating cash flow,80
DRREDDY,pro,PRO10,Positive long-term EPS growth,92.68
DRREDDY,pro,PRO12,Reasonable asset utilization,79.45
DRREDDY,con,CON11,Low composite quality score,83.35
EICHERMOT,pro,PRO03,Healthy return on equity,75.76
EICHERMOT,pro,PRO04,Healthy operating margin,81.77
EICHERMOT,pro,PRO05,Healthy net profit margin,86.29
EICHERMOT,pro,PRO06,Strong interest coverage,95
EICHERMOT,pro,PRO07,Conservative debt-to-equity profile,79.3
EICHERMOT,pro,PRO08,Positive free cash flow,80
EICHERMOT,pro,PRO09,Positive operating cash flow,80
EICHERMOT,pro,PRO10,Positive long-term EPS growth,70.01
EICHERMOT,pro,PRO12,Reasonable asset utilization,79.31
EICHERMOT,con,CON11,Low composite quality score,82.37
GAIL,pro,PRO06,Strong interest coverage,95
GAIL,pro,PRO07,Conservative debt-to-equity profile,71.51
GAIL,pro,PRO08,Positive free cash flow,80
GAIL,pro,PRO09,Positive operating cash flow,80
GAIL,pro,PRO12,Reasonable asset utilization,86.36
GAIL,con,CON11,Low composite quality score,91.04
GODREJCP,pro,PRO04,Healthy operating margin,73.97
GODREJCP,pro,PRO07,Conservative debt-to-equity profile,72.33
GODREJCP,pro,PRO09,Positive operating cash flow,80
GODREJCP,pro,PRO12,Reasonable asset utilization,80.33
GODREJCP,con,CON03,Low return on equity,93.91
GODREJCP,con,CON05,Low net profit margin,91.94
GODREJCP,con,CON08,Negative free cash flow,85
GODREJCP,con,CON11,Low composite quality score,95
GRASIM,pro,PRO02,Strong 5-year profit growth,93.63
GRASIM,pro,PRO04,Healthy operating margin,73.64
GRASIM,pro,PRO10,Positive long-term EPS growth,95
GRASIM,con,CON07,High debt-to-equity profile,70.47
GRASIM,con,CON08,Negative free cash flow,85
GRASIM,con,CON09,Negative operating cash flow,85
GRASIM,con,CON11,Low composite quality score,92.22
HAL,pro,PRO02,Strong 5-year profit growth,87.97
HAL,pro,PRO03,Healthy return on equity,95
HAL,pro,PRO04,Healthy operating margin,90.63
HAL,pro,PRO05,Healthy net profit margin,87.5
HAL,pro,PRO06,Strong interest coverage,95
HAL,pro,PRO08,Positive free cash flow,80
HAL,pro,PRO09,Positive operating cash flow,80
HAL,pro,PRO10,Positive long-term EPS growth,95
HAL,pro,PRO11,High composite quality score,95
HAL,pro,PRO12,Reasonable asset utilization,95
HAL,con,CON_FALLBACK,Financial profile warrants continued monitoring,61
HAVELLS,pro,PRO03,Healthy return on equity,68.1
HAVELLS,pro,PRO06,Strong interest coverage,95
HAVELLS,pro,PRO07,Conservative debt-to-equity profile,78.78
HAVELLS,pro,PRO08,Positive free cash flow,80
HAVELLS,pro,PRO09,Positive operating cash flow,80
HAVELLS,pro,PRO12,Reasonable asset utilization,94.9
HAVELLS,con,CON11,Low composite quality score,87.58
HCLTECH,pro,PRO03,Healthy return on equity,77.02
HCLTECH,pro,PRO04,Healthy operating margin,75.52
HCLTECH,pro,PRO05,Healthy net profit margin,71.44
HCLTECH,pro,PRO06,Strong interest coverage,95
HCLTECH,pro,PRO07,Conservative debt-to-equity profile,77.47
HCLTECH,pro,PRO08,Positive free cash flow,80
HCLTECH,pro,PRO09,Positive operating cash flow,80
HCLTECH,pro,PRO12,Reasonable asset utilization,87.2
HCLTECH,con,CON11,Low composite quality score,82.22
HDFCBANK,pro,PRO01,Strong 5-year revenue growth,78.9
HDFCBANK,pro,PRO02,Strong 5-year profit growth,82.73
HDFCBANK,pro,PRO04,Healthy operating margin,95
HDFCBANK,pro,PRO05,Healthy net profit margin,84.61
HDFCBANK,pro,PRO08,Positive free cash flow,80
HDFCBANK,pro,PRO09,Positive operating cash flow,80
HDFCBANK,pro,PRO10,Positive long-term EPS growth,75.85
HDFCBANK,con,CON06,Weak interest coverage,70.99
HDFCBANK,con,CON07,High debt-to-equity profile,95
HDFCBANK,con,CON11,Low composite quality score,89.41
HDFCBANK,con,CON12,Low asset utilization,87.96
HDFCLIFE,pro,PRO01,Strong 5-year revenue growth,77.34
HDFCLIFE,pro,PRO04,Healthy operating margin,95
HDFCLIFE,pro,PRO06,Strong interest coverage,95
HDFCLIFE,pro,PRO07,Conservative debt-to-equity profile,78.06
HDFCLIFE,pro,PRO09,Positive operating cash flow,80
HDFCLIFE,pro,PRO11,High composite quality score,95
HDFCLIFE,con,CON02,Weak 5-year profit growth,67.24
HDFCLIFE,con,CON05,Low net profit margin,75.35
HDFCLIFE,con,CON08,Negative free cash flow,85
HEROMOTOCO,pro,PRO03,Healthy return on equity,74.21
HEROMOTOCO,pro,PRO04,Healthy operating margin,95
HEROMOTOCO,pro,PRO06,Strong interest coverage,95
HEROMOTOCO,pro,PRO07,Conservative debt-to-equity profile,78.97
HEROMOTOCO,pro,PRO08,Positive free cash flow,80
HEROMOTOCO,pro,PRO09,Positive operating cash flow,80
HEROMOTOCO,pro,PRO12,Reasonable asset utilization,93.9
HEROMOTOCO,con,CON01,Weak 5-year revenue growth,73.54
HEROMOTOCO,con,CON02,Weak 5-year profit growth,75.37
HINDALCO,pro,PRO04,Healthy operating margin,95
HINDALCO,pro,PRO06,Strong interest coverage,95
HINDALCO,pro,PRO08,Positive free cash flow,80
HINDALCO,pro,PRO09,Positive operating cash flow,80
HINDALCO,pro,PRO10,Positive long-term EPS growth,71.79
HINDALCO,pro,PRO12,Reasonable asset utilization,83.72
HINDALCO,con,CON03,Low return on equity,65.87
HINDALCO,con,CON05,Low net profit margin,65.89
HINDALCO,con,CON11,Low composite quality score,66.65
HINDUNILVR,pro,PRO03,Healthy return on equity,72.61
HINDUNILVR,pro,PRO04,Healthy operating margin,95
HINDUNILVR,pro,PRO05,Healthy net profit margin,74.92
HINDUNILVR,pro,PRO06,Strong interest coverage,95
HINDUNILVR,pro,PRO07,Conservative debt-to-equity profile,79.13
HINDUNILVR,pro,PRO08,Positive free cash flow,80
HINDUNILVR,pro,PRO09,Positive operating cash flow,80
HINDUNILVR,pro,PRO12,Reasonable asset utilization,80.77
HINDUNILVR,con,CON11,Low composite quality score,68.22
ICICIBANK,pro,PRO01,Strong 5-year revenue growth,69.5
ICICIBANK,pro,PRO02,Strong 5-year profit growth,95
ICICIBANK,pro,PRO03,Healthy return on equity,69.49
ICICIBANK,pro,PRO04,Healthy operating margin,95
ICICIBANK,pro,PRO05,Healthy net profit margin,93.33
ICICIBANK,pro,PRO08,Positive free cash flow,80
ICICIBANK,pro,PRO09,Positive operating cash flow,80
ICICIBANK,pro,PRO10,Positive long-term EPS growth,95
ICICIBANK,con,CON06,Weak interest coverage,71.99
ICICIBANK,con,CON07,High debt-to-equity profile,95
ICICIBANK,con,CON11,Low composite quality score,86.96
ICICIBANK,con,CON12,Low asset utilization,88.25
ICICIGI,pro,PRO03,Healthy return on equity,66.08
ICICIGI,pro,PRO04,Healthy operating margin,95
ICICIGI,pro,PRO06,Strong interest coverage,95
ICICIGI,pro,PRO07,Conservative debt-to-equity profile,79.91
ICICIGI,pro,PRO08,Positive free cash flow,80
ICICIGI,pro,PRO09,Positive operating cash flow,80
ICICIGI,pro,PRO10,Positive long-term EPS growth,67.28
ICICIGI,con,CON_FALLBACK,Financial profile warrants continued monitoring,61
ICICIPRULI,pro,PRO01,Strong 5-year revenue growth,68.69
ICICIPRULI,pro,PRO04,Healthy operating margin,95
ICICIPRULI,pro,PRO06,Strong interest coverage,95
ICICIPRULI,pro,PRO07,Conservative debt-to-equity profile,76.73
ICICIPRULI,pro,PRO08,Positive free cash flow,80
ICICIPRULI,pro,PRO11,High composite quality score,95
ICICIPRULI,con,CON02,Weak 5-year profit growth,95
ICICIPRULI,con,CON03,Low return on equity,69.53
ICICIPRULI,con,CON05,Low net profit margin,77.17
ICICIPRULI,con,CON09,Negative operating cash flow,85
ICICIPRULI,con,CON10,Declining long-term EPS,81.18
INDIGO,pro,PRO01,Strong 5-year revenue growth,73.63
INDIGO,pro,PRO02,Strong 5-year profit growth,95
INDIGO,pro,PRO03,Healthy return on equity,95
INDIGO,pro,PRO04,Healthy operating margin,95
INDIGO,pro,PRO05,Healthy net profit margin,67.78
INDIGO,pro,PRO06,Strong interest coverage,95
INDIGO,pro,PRO07,Conservative debt-to-equity profile,79.44
INDIGO,pro,PRO08,Positive free cash flow,80
INDIGO,pro,PRO09,Positive operating cash flow,80
INDIGO,pro,PRO10,Positive long-term EPS growth,95
INDIGO,pro,PRO11,High composite quality score,95
INDIGO,pro,PRO12,Reasonable asset utilization,95
INDIGO,con,CON_FALLBACK,Financial profile warrants continued monitoring,61
INDUSINDBK,pro,PRO01,Strong 5-year revenue growth,65.99
INDUSINDBK,pro,PRO02,Strong 5-year profit growth,79.15
INDUSINDBK,pro,PRO04,Healthy operating margin,95
INDUSINDBK,pro,PRO05,Healthy net profit margin,79.35
INDUSINDBK,pro,PRO10,Positive long-term EPS growth,76.79
INDUSINDBK,con,CON06,Weak interest coverage,66.2
INDUSINDBK,con,CON07,High debt-to-equity profile,95
INDUSINDBK,con,CON08,Negative free cash flow,85
INDUSINDBK,con,CON09,Negative operating cash flow,85
INDUSINDBK,con,CON11,Low composite quality score,90.63
INDUSINDBK,con,CON12,Low asset utilization,86.12
INFY,pro,PRO03,Healthy return on equity,87.18
INFY,pro,PRO04,Healthy operating margin,78.06
INFY,pro,PRO05,Healthy net profit margin,75.62
INFY,pro,PRO06,Strong interest coverage,95
INFY,pro,PRO07,Conservative debt-to-equity profile,77.15
INFY,pro,PRO08,Positive free cash flow,80
INFY,pro,PRO09,Positive operating cash flow,80
INFY,pro,PRO10,Positive long-term EPS growth,69.95
INFY,pro,PRO12,Reasonable asset utilization,87.6
INFY,con,CON11,Low composite quality score,78.56
IOC,pro,PRO02,Strong 5-year profit growth,75.2
IOC,pro,PRO03,Healthy return on equity,77.8
IOC,pro,PRO06,Strong interest coverage,80.56
IOC,pro,PRO08,Positive free cash flow,80
IOC,pro,PRO09,Positive operating cash flow,80
IOC,pro,PRO10,Positive long-term EPS growth,85.22
IOC,pro,PRO12,Reasonable asset utilization,95
IOC,con,CON04,Low operating margin,65.51
IOC,con,CON11,Low composite quality score,86.34
